1	41	13
2	46	25
3	46	24
4	44	28
5	35	29
6	32	20
7	28	16
8	28	11
9	32	14
10	34	17
11	46	32
12	56	39
13	49	27
14	31	6
15	12	-2
16	19	-4
17	22	11
18	40	21
19	30	17
20	37	13
21	35	22
22	40	15
23	43	23
24	47	26
25	49	33
26	52	34
27	58	29
28	51	26
29	48	28
30	50	24
31	48	30
32	58	35
33	44	27
34	44	29
35	46	27
36	53	32
37	54	37
38	68	33
39	59	23
40	55	30
41	62	35
42	60	32
43	59	30
44	49	24
45	48	39
46	50	26
47	45	22
48	50	25
49	44	25
50	39	25
51	46	19
52	43	22
53	44	21
54	27	20
55	20	15
56	20	14
57	22	5
58	27	3
59	36	13
60	47	31
61	57	31
62	64	36
63	69	48
64	71	47
65	68	48
66	54	32
67	32	23
68	30	20
69	34	19
70	34	27
71	59	28
72	64	42
73	56	38
74	56	33
75	38	31
76	49	32
77	50	27
78	50	30
79	38	29
80	32	25
81	32	24
82	40	23
83	39	27
84	50	23
85	46	30
86	31	18
87	18	2
88	26	-5
89	54	22
90	66	37
91	48	31
92	56	22
93	69	32
94	69	33
95	67	35
96	71	41
97	71	39
98	66	35
99	52	36
100	66	35
101	56	36
102	53	29
103	58	31
104	72	44
105	77	39
106	76	47
107	84	49
108	73	42
109	46	33
110	53	31
111	72	33
112	80	47
113	65	41
114	78	41
115	78	45
116	70	48
117	84	41
118	88	51
119	88	56
120	85	51
121	77	51
122	60	46
123	69	39
124	76	38
125	75	47
126	83	45
127	83	50
128	90	49
129	86	58
130	83	57
131	84	49
132	89	55
133	80	53
134	86	47
135	91	56
136	73	48
137	49	45
138	65	46
139	71	46
140	46	33
141	46	34
142	60	41
143	72	42
144	75	47
145	69	52
146	63	49
147	56	50
148	69	52
149	71	53
150	79	51
151	79	49
152	63	44
153	63	43
154	74	44
155	89	51
156	93	57
157	86	59
158	71	61
159	73	59
160	74	54
161	82	55
162	85	55
163	91	59
164	93	63
165	94	58
166	98	63
167	87	59
168	84	56
169	85	54
170	70	54
171	83	49
172	91	55
173	66	48
174	73	52
175	77	51
176	82	51
177	87	53
178	91	57
179	75	59
180	77	53
181	86	53
182	86	60
183	88	60
184	87	60
185	85	55
186	92	57
187	77	57
188	84	51
189	83	60
190	80	55
191	61	52
192	60	48
193	73	46
194	85	52
195	88	58
196	98	65
197	81	62
198	67	49
199	65	49
200	80	49
201	83	54
202	75	58
203	84	57
204	76	56
205	87	58
206	87	67
207	93	66
208	91	67
209	95	68
210	93	68
211	94	63
212	90	68
213	86	61
214	88	60
215	77	56
216	91	52
217	90	63
218	79	55
219	75	56
220	86	55
221	92	58
222	97	69
223	71	52
224	74	45
225	79	53
226	80	53
227	67	51
228	73	52
229	72	48
230	74	48
231	82	50
232	92	55
233	75	57
234	75	53
235	76	52
236	70	57
237	59	49
238	62	49
239	73	44
240	80	55
241	79	56
242	75	51
243	86	52
244	87	55
245	89	62
246	75	55
247	57	50
248	71	48
249	76	51
250	68	51
251	79	49
252	80	49
253	72	53
254	68	44
255	80	44
256	85	47
257	83	50
258	84	53
259	59	44
260	60	38
261	68	36
262	73	40
263	76	41
264	80	43
265	86	48
266	88	49
267	76	51
268	80	45
269	75	50
270	62	46
271	68	37
272	73	38
273	85	42
274	80	49
275	82	43
276	86	51
277	74	47
278	71	36
279	66	40
280	78	35
281	60	36
282	36	26
283	52	21
284	67	39
285	72	42
286	57	42
287	63	36
288	51	34
289	57	27
290	60	37
291	48	35
292	48	33
293	53	24
294	64	36
295	51	32
296	51	25
297	60	24
298	71	46
299	53	36
300	58	29
301	72	42
302	74	43
303	69	35
304	69	39
305	69	46
306	51	41
307	65	40
308	54	33
309	62	29
310	56	28
311	54	36
312	54	26
313	55	26
314	61	33
315	59	37
316	58	42
317	54	37
318	52	37
319	44	26
320	43	20
321	32	20
322	44	17
323	53	34
324	60	30
325	53	35
326	48	29
327	44	23
328	46	22
329	39	33
330	42	27
331	45	24
332	44	25
333	42	17
334	44	16
335	47	26
336	53	36
337	62	33
338	55	39
339	61	36
340	61	30
341	53	35
342	44	30
343	47	26
344	54	38
345	41	31
346	31	22
347	26	12
348	28	10
349	31	9
350	28	12
351	35	17
352	45	16
353	34	17
354	33	13
355	45	26
356	29	21
357	25	14
358	20	6
359	24	14
360	36	19
361	37	14
362	39	9
363	47	21
364	21	4
365	15	7
