25	98.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
30	92.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
31	75.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
32	70.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
33	65.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
34	29.0	68.5	2.5	0.0	0.0	0.0	0.0	0.0
35	0.0	90.0	10.0	0.0	0.0	0.0	0.0	0.0
36	0.0	85.0	15.0	0.0	0.0	0.0	0.0	0.0
37	5.0	66.0	29.0	0.0	0.0	0.0	0.0	0.0
38	8.25	58.75	28.0	4.75	0.25	0.0	0.0	0.0
39	0.5	52.0	42.0	5.0	0.5	0.0	0.0	0.0
40	13.3333333333	47.6666666667	34.3333333333	4.0	0.666666666667	0.0	0.0	0.0
41	11.4	35.8	43.4	8.4	1.0	0.0	0.0	0.0
42	17.8	26.6	49.0	6.0	0.6	0.0	0.0	0.0
43	32.4	40.4	18.6	7.0	1.6	0.0	0.0	0.0
44	15.2857142857	30.5714285714	34.2857142857	15.1428571429	4.71428571429	0.0	0.0	0.0
45	8.375	25.875	38.0	18.625	9.125	0.0	0.0	0.0
46	8.0	32.0	33.7142857143	16.7142857143	9.57142857143	0.0	0.0	0.0
47	1.375	32.125	37.375	18.125	11.0	0.0	0.0	0.0
48	0.125	19.125	34.125	25.625	20.5	0.5	0.0	0.0
49	0.0	12.5714285714	33.0	27.5714285714	25.4285714286	1.42857142857	0.0	0.0
50	7.77777777778	28.6666666667	31.5555555556	16.3333333333	13.6666666667	1.66666666667	0.333333333333	0.0
51	5.44444444444	20.4444444444	31.1111111111	20.1111111111	20.1111111111	2.22222222222	0.555555555556	0.0
52	3.00333704116	15.4616240267	21.468298109	22.2469410456	32.4805339266	4.00444938821	1.33481646274	0.0
53	2.0	13.0	22.2222222222	22.4444444444	35.1111111111	4.11111111111	1.11111111111	0.0
54	0.0	0.0	18.75	24.875	47.25	6.5	2.625	0.0
55	0.0	0.0	8.66666666667	17.1111111111	51.8888888889	15.6666666667	6.55555555556	0.111111111111
56	0.2	4.0	17.3	16.0	41.5	13.9	6.9	0.2
57	0.0	2.22222222222	16.0	16.5555555556	47.7777777778	11.4444444444	5.66666666667	0.333333333333
58	0.0	0.636363636364	9.63636363636	11.9090909091	51.3636363636	18.1818181818	7.81818181818	0.454545454545
59	0.0	0.181818181818	5.81818181818	10.6363636364	39.8181818182	26.7272727273	16.0909090909	0.727272727273
60	0.0	0.0	4.1	10.9	39.4	26.4	19.2	0.0
61	0.0	0.0	0.0	2.375	30.375	37.75	29.5	0.0
62	0.0	0.0	0.0	0.222222222222	16.2222222222	41.4444444444	41.0	1.11111111111
63	0.0	0.0	0.333333333333	3.75	25.6666666667	33.0833333333	36.25	0.916666666667
64	0.0	0.0	0.111111111111	3.0	28.0	29.8888888889	37.6666666667	1.33333333333
65	0.0	0.0	0.0	1.36363636364	19.4545454545	32.0	45.7272727273	1.45454545455
66	0.0	0.0	0.0	0.666666666667	19.2222222222	31.1111111111	48.8888888889	0.111111111111
67	0.0	0.0	0.0	0.111111111111	14.3333333333	28.2222222222	57.2222222222	0.111111111111
68	0.0	0.0	0.0	0.0	4.70756062767	23.2524964337	71.6119828816	0.427960057061
69	0.0	0.0	0.0	0.0	1.71428571429	15.4285714286	81.8571428571	1.0
70	0.0	0.0	0.0	0.0	4.85714285714	23.2857142857	71.8571428571	0.0
71	0.0	0.0	0.0	0.0	4.0	19.5	76.5	0.0
72	0.0	0.0	0.0	0.0	1.24843945069	10.7365792759	86.2671660424	1.74781523096
73	0.0	0.0	0.0	0.0	0.291120815138	21.2518195051	77.2925764192	1.16448326055
74	0.0	0.0	0.0	0.0	0.0	5.4	90.8	3.8
75	0.0	0.0	0.0	0.0	0.0	3.0	87.0	10.0
