42	5	95	0	0	0	0	0
44	2	88	10	0	0	0	0
45	0	60	39	1	0	0	0
46	0	36	62	3	0	0	0
47	0	14	71	15	0	0	0
48	0	8	72	19	1	0	0
52	0	1	63	30	6	0	0
53	0	0	57	34	9	0	0
54	0	0	38	40	22	0	0
55	0	0	24	42	34	0	0
56	0	0	15	32	53	0	0
59	0	0	6	19	74	1	0
60	0	0	4	15	79	2	0
61	0	0	3	9	85	3	0
62	0	0	1	5	86	8	0
63	0	0	0	2	86	10	2
66	0	0	0	0	57	31	12
67	0	0	0	0	22	24	54
68	0	0	0	0	14	16	70
69	0	0	0	0	9	15	76
70	0	0	0	0	3	8	89
73	0	0	0	0	0	3	97
