42	10	90	0	0	0	0	0
44	5	55	40	0	0	0	0
45	2	26	72	0	0	0	0
46	0	25	68	7	0	0	0
47	0	11	70	18	1	0	0
48	0	6	67	25	2	0	0
52	0	1	49	38	12	0	0
53	0	0	40	44	16	0	0
54	0	0	27	35	38	0	0
55	0	0	22	27	51	0	0
56	0	0	12	21	67	0	0
59	0	0	3	15	79	3	0
60	0	0	2	11	82	5	0
61	0	0	0	5	88	7	0
62	0	0	0	3	87	9	1
63	0	0	0	0	80	15	5
66	0	0	0	0	33	30	37
67	0	0	0	0	16	27	57
68	0	0	0	0	12	20	68
69	0	0	0	0	6	15	79
70	0	0	0	0	2	6	92
73	0	0	0	0	0	2	98
