42	98	2	0	0	0	0	0
44	50	50	0	0	0	0	0
45	16	84	0	0	0	0	0
46	5	92	3	0	0	0	0
47	2	60	38	0	0	0	0
48	0	59	41	0	0	0	0
52	0	31	67	2	0	0	0
53	0	20	76	4	0	0	0
54	0	6	81	13	0	0	0
55	0	2	77	21	0	0	0
56	0	0	68	32	0	0	0
59	0	1	65	30	4	0	0
60	0	0	49	39	12	0	0
61	0	0	30	40	30	0	0
62	0	0	21	38	41	0	0
63	0	0	9	32	59	0	0
66	0	0	1	10	88	1	0
67	0	0	0	4	80	12	4
68	0	0	0	1	59	20	20
69	0	0	0	0	55	20	25
70	0	0	0	0	38	23	39
73	0	0	0	0	12	40	48
