42	25	75	0	0	0	0	0
44	10	88	2	0	0	0	0
45	2	88	10	0	0	0	0
46	0	60	40	0	0	0	0
47	0	44	56	0	0	0	0
48	0	26	70	4	0	0	0
52	0	3	82	15	0	0	0
53	0	1	82	15	2	0	0
54	0	0	76	19	5	0	0
55	0	0	53	30	17	0	0
56	0	0	43	35	22	0	0
59	0	0	16	38	46	0	0
60	0	0	14	32	54	0	0
61	0	0	6	24	70	0	0
62	0	0	2	16	82	0	0
63	0	0	0	9	89	2	0
66	0	0	0	0	76	21	3
67	0	0	0	0	28	34	38
68	0	0	0	0	15	25	60
69	0	0	0	0	8	17	75
70	0	0	0	0	4	7	89
73	0	0	0	0	0	5	95
